question,reponse,url,secteur,source
"[""COMMENT OBTENIR LE PAIEMENT DU CRÉDIT D'IS ISSU DU REPORT EN ARRIÈRE DE DÉFICIT (RAD) ?""]","['Le report en arrière d’un déficit constaté est autorisé sur le seul bénéfice de l’exercice précédent et dans la limite du montant le plus faible entre le bénéfice déclaré au titre de l’exercice précédent et un montant de 1 000 000 €.', 'L’option pour le report en arrière (portant sur tout ou partie du déficit) doit être exercée au titre de l’exercice au cours duquel le déficit est constaté et dans les mêmes délais que ceux prévus pour le dépôt de la déclaration de résultat n° 2065 de l’exercice.', ""Vous devez matérialiser cette option en demandant l'application du report en arrière de déficit sur votre liasse fiscale (option formalisée sur le tableau n° 2058-A-SD ou n° 2033-B-SD). À défaut, le report en avant du déficit pourra être effectué sur les exercices suivants sans limitation de durée."", 'En complément, une déclaration de report en arrière des déficits 2039-SD est déposée auprès du comptable des finances publiques à la date de liquidation de l’impôt sur les sociétés de l’exercice au titre duquel l’option est exercée. Elle accompagne le relevé de solde n° 2572-SD.', 'Principe :', ""L’imputation d’un déficit sur le bénéfice de l’exercice précédent génère une créance. Cette créance peut servir au paiement de l’impôt sur les sociétés dû au titre des exercices clos au cours des cinq années suivant la naissance de la créance. Au terme des cinq années suivant celle de la clôture de l’exercice au titre duquel l’option a été exercée, la fraction de la créance non utilisée est remboursée par l'administration."", ""L'article 15 de la loi 2021-1900 du 30 décembre 2021 a expressément exclu du bénéfice d'imputation d'un déficit constaté au titre des exercices clos à compter du 31 décembre 2021 reporté en arrière la fraction de ce bénéfice qui est à l'origine d'un montant d'impôt sur les sociétés acquitté au moyen d'une réduction d'impôt."", 'Exception :', ""Un dispositif de remboursement anticipé a été instauré pour les entreprises ayant fait l'objet d'une procédure de conciliation ou de sauvegarde, d'un redressement ou d'une liquidation judiciaires. Ces entreprises peuvent demander le remboursement de leur créance non utilisée à compter de la date de la décision ou du jugement qui a ouvert ces procédures."", 'Demande de remboursement :', ""La demande de remboursement correspondant au montant de la créance non imputée sur l'impôt sur les sociétés à l'issue de la période d'imputation est formulée par l'intermédiaire du formulaire 2573-SD joint au relevé de solde de l'impôt sur les sociétés auprès du service des impôts dont vous relevez."", 'Les restitutions de créances sont effectuées par le comptable public au moyen de virements.', 'Retrouvez les formulaires disponibles sur ce site à partir du moteur de recherche.', ' ', 'MAJ le 05/02/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
"[""J'AI DES DIFFICULTÉS PASSAGÈRES POUR PAYER MON SOLDE D'IMPÔT SUR LES SOCIÉTÉS. PUIS-JE OBTENIR UN DÉLAI DE PAIEMENT ?""]","['Si vous vous trouvez dans l’incapacité de payer en une fois la totalité du solde de votre impôt sur les sociétés, le comptable public peut vous accorder des délais de paiement, sur demande expresse et formulée dans la messagerie sécurisée de votre espace professionnel (en choisissant le formulaire : Résultat (IS/BIS/BNC/BA/RF) – Impôt sur les sociétés (IS)- J’ai un problème de paiement sur cet impôt).', 'Votre demande doit être accompagnée de tout document justifiant vos difficultés.\n\nSi vous êtes à jour de vos obligations fiscales, des délais de paiement peuvent être accordés si vous rencontrez des difficultés passagères, exceptionnelles et imprévisibles.', 'Attention, cette acceptation de délais reste l’exception. Les paiements échelonnés ne constituent, en aucune façon, le mode ordinaire de règlement d’une dette fiscale.', 'Le plan de règlement ne fait pas obstacle à l’application des intérêts de retard de recouvrement.', 'Le bénéfice d’un plan de règlement est conditionné au respect de déclaration et de paiement des échéances courantes et s’accompagne, en principe, de la présentation de garanties suffisantes par le contribuable.', 'Pour plus de précisions, consultez la rubrique Professionnel > Prévenir et résoudre mes difficultés > Je suis en situation difficile > Délais de paiement.', ' ', 'En outre, si la société en difficulté est également redevable de dettes sociales, alors elle peut saisir la Commission des chefs de services financiers et des organismes de sécurité sociale et de l’assurance chômage (CCSF). Cette commission accorde aux entreprises qui rencontrent des difficultés financières des délais de paiement pour leurs dettes fiscales et sociales (part patronale) en toute confidentialité.', 'Les personnes morales de droit privé, les commerçants, artisans, professions libérales ou les agriculteurs peuvent bénéficier de ce dispositif sous réserve d’être à jour de leurs obligations déclaratives et de paiement de la part salariale des cotisations sociales.', 'Pour plus de précisions, consultez la rubrique Professionnel > Prévenir et résoudre mes difficultés ; corriger mes erreurs > Je suis en situation difficile >Accompagnement individualisé en cas de difficultés économiques et financières', 'MAJ le 23/02/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['PUIS-JE UTILISER UNE CRÉANCE FISCALE POUR PAYER UN IMPÔT ?'],"['Vos créances fiscales peuvent vous servir à payer vos impôts.', 'Tout professionnel disposant d’une créance fiscale sur le Trésor, qu’il s’agisse :', 'Le paiement à l’aide d’une créance fiscale est possible pour tous les impôts professionnels encaissés par le Service des impôts des entreprises (SIE) :', 'Le paiement à l’aide d’une créance fiscale s’effectue au moyen du formulaire n°3516-SD.', 'Ce formulaire comporte deux volets :', 'A noter : s’il n’accompagne pas directement votre demande de remboursement ou de restitution, ce premier volet doit être fourni avant toute mise en paiement du remboursement : si votre créance vous a déjà été remboursée, elle ne peut évidemment plus être utilisée comme moyen de paiement.', 'Le paiement de vos impôts s’effectuant sur votre espace professionnel, adressez ce second volet à votre SIE avant la date limite de paiement, via votre messagerie sécurisée.', 'Après avoir vérifié que vous disposez bien d’une créance utilisable, votre SIE vous informera par courrier de la suite donnée : acceptation ou rejet de l’imputation demandée.', 'Si l’utilisation de votre créance est acceptée, l’échéance à payer est diminuée d’autant.', 'Lorsque la créance est égale ou supérieure à l’échéance choisie, l’intégralité du paiement est assuré. Le surplus éventuel de créance vous est automatiquement remboursé.', 'Lorsque la créance est inférieure au montant de l’échéance, vous devez simplement effectuer un paiement complémentaire lors de l’envoi du second volet.', 'Votre demande d’imputation peut être rejetée, par exemple si le premier volet du formulaire n°3516-SD n’est pas parvenu à temps.', 'Dans ce cas, votre créance vous est remboursée (ou éventuellement reportée et utilisable pour une autre échéance).', 'En revanche, si votre créance est remise en cause (ex : erreur de calcul de votre crédit d’impôt), la part contestée n’est ni remboursable, ni utilisable pour un prochain paiement.', ' ', 'MAJ le 29/03/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['DOIS-JE FAIRE ENREGISTRER UN ACTE DE SOCIÉTÉ ?'],"[""Vous devez obligatoirement soumettre à la formalité de l'enregistrement (auprès du Service départemental de l'enregistrement dont vous dépendez) les actes intéressant la vie des sociétés (article 635 du Code général des impôts) :"", ""les actes portant transmission de propriété ou d'usufruit de fonds de commerce, de clientèles ou d'offices, ou cession de droit à un bail ou du bénéfice d'une promesse de bail portant sur tout ou partie d'un immeuble ;"", ""Ces actes sont soumis à l'enregistrement dans le délai d'un mois."", ""Il est à noter que l'obligation d'enregistrer les statuts d'une société a été supprimée, sauf si la qualité du rédacteur des actes de création (notaires, huissiers, décision de justice) exige un enregistrement, ou si l'acte contient une opération juridique soumise à enregistrement (apports immobiliers ou commerciaux tels que la vente d’un immeuble, d’un fonds de commerce, une cession de parts).\n\nDe plus, la loi de finances pour 2021 a supprimé l’enregistrement obligatoire des actes suivants (établis à compter du 1er janvier 2021) :"", ""Toutefois, en l’absence d’acte, la formation d’un GIE doit être déclarée au Service départemental de l'enregistrement dans le délai d’un mois après sa réalisation."", 'Pour plus de précisions, vous pouvez consulter la documentation officielle au lien suivant ; BOI-ENR-DG-10-20', ' ', 'MAJ le 01/09/2023']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['COMMENT OBTENIR UNE ATTESTATION DE RÉGULARITÉ FISCALE ?'],"['Cette attestation peut être obtenue :', 'auprès du Service des impôts des entreprises (SIE) via la messagerie sécurisée, en complétant et en transmettant le formulaire n° 3666-SD, si l’entreprise est soumise à l’impôt sur le revenu (entreprise individuelle notamment)', 'ou', ' ', 'Vous devez disposer d’un espace professionnel sur le site impots.gouv.fr et avoir adhéré au service « Consulter mon compte fiscal ».', 'Pour en savoir plus sur les modalités d’abonnement et d’adhésion à votre espace Professionnel, cliquez sur le lien suivant : Je crée mon espace professionnel sécurisé.', 'Une fois dans le menu « Consulter mon compte fiscal », vous devez cliquer sur « Attestation fiscale ». Si, et seulement si, vous êtes à jour de vos obligations déclaratives et de paiement, vous pourrez éditer, en temps réel et après avoir complété quelques informations, votre attestation. Elle est délivrée au format PDF et peut être sauvegardée et éditée autant de fois que nécessaire au cours de l’année.', 'Les attestations fiscales délivrées via le compte fiscal, comportent le cachet du service gestionnaire. Elles seront donc acceptées par l’ensemble des administrations qui la demande, et notamment dans le cadre des attributions de marchés publics. Aucune démarche supplémentaire n’est à effectuer auprès de votre service des impôts.', ' ', ""L'attestation de régularité fiscale peut être obtenue tout au long de l'année. L'appréciation de la situation de l'entreprise se fait au plus près du jour de la demande, soit le dernier jour du mois précédant la délivrance de l'attestation.\n "", 'À noter :', ' ', 'MAJ le 28/03/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['COMMENT RETROUVER MON MOT DE PASSE ET LA RÉPONSE À MA QUESTION DE CONFIANCE ?'],"['Lors de l’accès à « Votre espace Professionnel », cliquez sur « Mot de passe oublié ».', 'Saisissez votre adresse électronique, recopiez les caractères de l’image affichée sur votre écran puis cliquez sur le bouton « Valider ».', 'Saisissez la réponse à la question de confiance affichée, puis cliquez sur le bouton « Valider ».', 'Si la réponse est correcte, alors vous pourrez saisir un nouveau mot de passe.', 'Une confirmation de la prise en compte de votre nouveau mot de passe vous sera ensuite adressée par courriel à votre adresse électronique.', 'La réponse à la question de confiance est rappelée dans le récapitulatif d’inscription disponible en cliquant sur « gérer les services » puis « gérer vos coordonnées ».', 'Si vous ne disposez plus de la réponse à la question de confiance, seul votre service des impôts des entreprises (SIE) gestionnaire sera compétent pour vous la délivrer, après vérification de votre identité et de votre légitimité en qualité de détenteur de l’espace professionnel concerné.', 'A titre dérogatoire, il est possible de créer un nouvel espace (selon le mode expert) avec une nouvelle adresse électronique (cf. fiche « Créer un espace professionnel expert »).\n\nDans ce cas, vous devez procéder à autant de substitutions que d’entreprises gérées directement dans votre précédent espace (cf. fiche « Demander à remplacer le titulaire d’un service (substitution) »).\n\nSi la gestion de l’ancien espace professionnel était partagée (par exemple, avec un comptable), vous pouvez ajouter à ce nouvel espace les délégations éventuelles (cf. fiches « Désigner un Administrateur Suppléant » et « Désigner des délégataires et consulter les délégations »).', 'Enfin, il vous est recommandé de sauvegarder ou d’imprimer la réponse à la question de confiance afin de faciliter l’accès à votre espace professionnel.', ' ', 'MAJ le 22/03/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['COMMENT CONSULTER MES DÉCLARATIONS ET/OU MES PAIEMENTS EN LIGNE ?'],"['Pour consulter (et imprimer) vos déclarations, vos avis d’imposition et vos paiements, ou obtenir une attestation fiscale depuis Votre espace professionnel, vous devez cliquer sur « Compte fiscal » dans la rubrique « Mes services » avant de sélectionner l’impôt auquel vous souhaitez accéder en cliquant sur « Accès par impôt ».', ""Si vous n'avez pas encore souscrit au service « Consulter le compte fiscal » il convient de suivre la procédure suivante :"", 'valider la sélection puis « Confirmer et valider la demande d’adhésion » ;', 'À noter : si vous avez également choisi le service messagerie, veuillez renseigner l’adresse électronique de l’entreprise pour laquelle l’adhésion est demandée. Un lien à valider dans les 72 h vous sera envoyé à cette adresse ; à défaut de validation, la procédure d’adhésion devra être renouvelée.', ' ', 'MAJ le 01/02/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['J’AI EFFECTUÉ LES DÉMARCHES DE CRÉATION DE MON ESPACE. QUAND POURRAI-JE UTILISER LES SERVICES EN LIGNE ?'],"['La procédure de création de l’espace Professionnel en mode simplifié se décompose en 2 étapes :', ' ', '1ʳᵉ étape : la création des identifiants de connexion', 'La création des identifiants de connexion résulte en une adresse électronique de connexion et un mot de passe propre à la personne détentrice d’un espace professionnel et agissant pour le compte de l’entreprise.', 'En cliquant sur le bouton « Votre espace professionnel » de la page d’accueil du site www.impots.gouv.fr, vous accédez à la création de l’espace professionnel. Vous devez compléter et valider les informations demandées dans le formulaire.', 'Un courriel, valable 72 heures maximum, est alors envoyé à l’adresse électronique de l’entreprise. La validation de ce lien déclenche l’envoi postal d’un code d’activation à l’entreprise.', ' ', '2ᵉ étape : l’activation des services', 'L’activation des services disponibles dans l’espace professionnel se fait par l’enregistrement dans un délai de 60 jours maximum du code reçu.', 'Au terme de cette procédure, vous disposez d’un accès à tous les services en ligne de l’espace Professionnel de l’entreprise, comme la messagerie sécurisée.', ' ', 'Pour en savoir plus, vous pouvez consulter la fiche « Créer un espace professionnel simplifié et adhérer aux services » sur le site impots.gouv.fr.', 'La procédure de création de l’espace Professionnel en mode expert s’adresse à un usager qui représente une entreprise ou intervient pour le compte de plusieurs entreprises.', ' ', '1ʳᵉ étape : la création des identifiants de connexion', 'Comme pour la procédure simplifiée, cette étape consiste en la création des identifiants de connexion avec une adresse électronique de connexion et un mot de passe propre à la personne détentrice d’un espace professionnel et agissant pour le compte de l’entreprise.', ' ', 'En cliquant sur le bouton « Votre espace professionnel » de la page d’accueil du site www.impots.gouv.fr, vous accédez à la création de l’espace professionnel, « Créer mon espace professionnel ». Vous devez compléter et valider les informations demandées dans le formulaire.', 'Un courriel contenant un code d’activation valable 48 heures maximum, est alors envoyé à l’adresse électronique de connexion.', 'En cliquant à nouveau sur le bouton « Votre espace professionnel » de la page d’accueil du site www.impots.gouv.fr, vous accédez à l’activation de l’espace abonné de l’usager, « Activer mon espace/mes services ». Il vous est alors demandé de saisir le code reçu par mail et votre adresse électronique de connexion. L’espace est alors créé et vous disposez d’un numéro d’abonné', ' ', 'Pour en savoir plus, vous pouvez consulter la fiche « Créer un espace professionnel expert » sur le site impots.gouv.fr.', ' ', ""2ᵉ étape : l'adhésion aux différents services pour chaque entreprise"", 'La deuxième étape de la procédure en mode expert consiste en l’adhésion aux différents services pour chaque entreprise. Vous devez cliquer sur le lien « J’adhère », renseigner le numéro SIREN de l’entreprise. Vous pouvez ensuite demander l’adhésion aux différents services.', ' ', 'Attention :', 'Si vous avez choisi le service « Messagerie », vous devez saisir l’adresse électronique de l’entreprise pour laquelle vous effectuez la demande d’adhésion. Cette adresse électronique permettra à la DGFiP de contacter l’entreprise sur tout sujet la concernant.', 'Si vous avez choisi au moins un service « Payer » et qu’aucun compte bancaire actif n’est connu du système pour l’entreprise au moment de votre adhésion, vous devez saisir un compte bancaire.', ' ', '3ᵉ étape : l’activation des services', 'Enfin, la troisième étape est l’activation des services demandés par l’entreprise. Pour cela, un code d’activation valide 60 jours est adressé à l’entreprise, par voie postale.', 'Au terme de cette procédure vous disposez d’un accès aux services en ligne de l’espace Professionnel de l’entreprise.', ' ', 'Pour en savoir plus : fiche Focus « Demander une adhésion aux services en ligne (mode expert) »', ' ', 'MAJ le 02/10/2023', ' ']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['PUIS-JE UTILISER LA MÊME ADRESSE ÉLECTRONIQUE POUR CRÉER PLUSIEURS ESPACES PROFESSIONNELS ?'],"['Vous ne pouvez créer qu’un seul espace Professionnel avec une même adresse électronique.', 'En revanche, vous pouvez gérer les obligations déclaratives et de paiement de plusieurs entreprises au sein de cet espace.', 'Pour ajouter une entreprise à votre espace, vous devez cliquer sur « gérer mes services » puis sur « adhérer aux services en ligne ». Saisissez ensuite le numéro SIREN de la nouvelle entreprise pour laquelle vous souhaitez effectuer une adhésion.', 'Si vous souhaitez modifier ultérieurement l’adresse électronique de connexion de cet espace Professionnel (en 3 étapes), avec ou sans changement de mot passe, veuillez vous référer à la fiche Focus dédiée.', 'MAJ le 29/08/2023']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['DOIS-JE CRÉER UN NOUVEL ESPACE PROFESSIONNEL POUR GÉRER UNE ENTREPRISE / COLLECTIVITÉ SUPPLÉMENTAIRE ?'],"[""Il n'est pas nécessaire de créer un nouvel espace Professionnel."", 'Vous pouvez ajouter cette entreprise / collectivité dans un espace Professionnel déjà existant, quel que soit le mode de création utilisé (mode simplifié ou mode expert).', 'L’espace Professionnel est ouvert au nom d’un usager personne physique.', ""Au sein de son espace, l'usager / abonné peut adhérer aux services en ligne pour plusieurs entreprises ou collectivités territoriales. Il est cependant conseillé de limiter le nombre de SIREN gérés dans un même espace Professionnel à un maximum de 100."", 'Pour ajouter une entreprise ou une collectivité territoriale à votre espace, vous devez cliquer sur « gérer mes services » puis sur « adhérer aux services en ligne ». Vous saisissez ensuite le numéro SIREN de la nouvelle entreprise ou collectivité territoriale pour laquelle vous souhaitez effectuer une adhésion.', 'Remarque : si vous agissez pour le compte d’une collectivité locale, il convient de créer son espace Professionnel en mode expert, dans la mesure où les services de déclaration seront gérés par l’ordonnateur, et les services de paiement par le comptable.', 'MAJ le 29/08/2023']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['COMMENT PRENDRE RENDEZ-VOUS AVEC MON SERVICE ?'],"[""Pour mieux répondre à vos attentes, les centres des Finances publiques proposent un service d'accueil personnalisé sur rendez-vous avec, progressivement, un accueil exclusivement sur rendez-vous :"", '- sur certaines plages horaires pour les particuliers ;\n- généralisé pour les professionnels dans les Services des impôts des entreprises (SIE).', ""Selon les services, vous pouvez prendre rendez-vous pour être reçu au guichet ou rappelé au téléphone. Vous évitez ainsi les files d'attente, voire les déplacements inutiles (grâce à un appel téléphonique préalable du service pour préparer le rendez-vous)."", 'Vous pouvez prendre rendez-vous en ligne sur le site impots.gouv.fr.', '- depuis votre espace Particulier, rubrique "" Contact et RDV"". Vous accéderez directement à vos services gestionnaires et au bouton "" Prendre rendez-vous (sur place, par téléphone ou en visio)"". Différents motifs de rendez-vous vous seront proposés.\n\nCette rubrique affichera vos prochains rendez-vous. Vous pouvez les annuler ou les replanifier si besoin.\n\n- ou depuis la rubrique ""Contact et RDV"" en haut de la page d\'accueil d\'impots.gouv.fr.\n\nÀ noter : pour une demande de quitus fiscal (ou certificat fiscal) d\'un véhicule acheté dans un autre État membre de l\'Union Européenne, sélectionnez  "" Une autre démarche fiscale (quitus fiscal, conciliateur fiscal)"".\n\nConsulter le pas-à-pas "" Je prends rendez-vous avec mon service (particuliers)"".', '- depuis votre espace Professionnel, rubrique "" Mes autres services > Coordonnées du gestionnaire "" ,', '- ou depuis la rubrique "" Contact et RDV"" en haut de la page d\'accueil du site impots.gouv.fr.', 'Dans les deux cas, vous devez d\'abord rechercher les coordonnées du service compétent. Sélectionnez par exemple "" Une question fiscale d’ordre général "" et saisissez l’adresse de l’entreprise.', ""Concernant les services chargés de l'enregistrement et de la publicité foncière, la rubrique Partenaire > Notaires, géomètres-experts propose un accès rapide à l'annuaire et à la prise de rendez-vous, si elle est offerte par le service."", 'Consulter le pas-à-pas "" Je prends rendez-vous avec mon service (professionnels)"".', 'À noter : Vous pouvez également prendre rendez-vous en contactant votre centre des Finances publiques par téléphone ou en vous déplaçant au guichet.\nPour les particuliers uniquement, il est possible d’appeler le 0 809 401 401 (service gratuit + prix d’un appel local).', 'MAJ le 20/10/2023']",https://www.impots.gouv.fr/node/5734,Economique,Impots
"[""J'AI CHANGÉ D'ADRESSE ÉLECTRONIQUE ; COMMENT ENREGISTRER MA NOUVELLE ADRESSE ?""]","['À la création de l’espace professionnel, vous avez renseigné :', ""une adresse électronique de connexion à l'espace professionnel qui est celle de la personne détentrice d’un espace professionnel;"", 'une adresse électronique de l’entreprise qui permet à la DGFiP d’échanger avec l’entreprise.', 'Ces deux adresses peuvent être modifiées selon une procédure sécurisée composée de 3 étapes successives : la modification, la confirmation et enfin l’activation de la nouvelle adresse électronique .\n ', 'Modification de l’adresse électronique de connexion', 'Après vous être connecté à votre espace professionnel, cliquez sur « Gérer mes services ». Puis dans le bloc « Informations personnelles » , cliquez sur « Gérer votre adresse électronique de connexion/votre mot de passe ».', ""Vous pouvez choisir toute adresse électronique valide à condition qu'elle ne soit pas déjà associée à un autre espace professionnel."", 'La modification de l’adresse électronique de connexion conduit à l’envoi par courriel d’un code d’activation à la nouvelle adresse de messagerie.', ""Dans un délai maximum de 48 heures, vous devez, sur la page d’accueil de votre espace professionnel et sans vous identifier préalablement, cliquez sur le bouton « Activer mon espace/mes services ». Ensuite, suivez la procédure accompagnée de saisie du code d'activation reçu pour valider la modification de l’adresse électronique de connexion et sauvegarder les informations récapitulatives de votre espace."", 'Vous pouvez ensuite accéder à votre espace avec votre nouvelle adresse électronique et votre mot de passe.', 'La fiche Changer l’adresse électronique de connexion de l’entreprise ou de mot de passe vous accompagne dans cette démarche.', ' ', 'Modification de l’adresse électronique de l’entreprise', 'Après vous être connecté à votre espace professionnel, cliquez sur « Adresse électronique de l’entreprise », puis saisissez le SIREN de l’entreprise pour laquelle vous voulez modifier l’adresse électronique.', 'Suite à votre demande de modification de l’adresse électronique de l’entreprise, un lien est envoyé par courriel à cette adresse électronique de l’entreprise.', 'Dans un délai maximum de 72 heures, vous devez cliquer sur ce lien pour confirmer la nouvelle adresse électronique de l’entreprise.', 'Vous recevrez ensuite un courrier postal contenant le code d’activation de la nouvelle adresse électronique de l’entreprise, valable 60 jours.', 'Pour activer la nouvelle adresse électronique de l’entreprise, vous devez, sur la page d’accueil de votre espace professionnel et sans vous identifier préalablement, cliquer sur le bouton « Activer mon espace/mes services » et suivre la procédure indiquée.', ""La fiche Modifier l'adresse électronique de l'entreprise vous présente l’ensemble de la procédure."", ' ', 'En savoir plus :', 'Vous pouvez consulter l’aide en ligne à l’aide des fiches focus des téléprocédures.\n\n ', 'MAJ le 09/10/2023']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['PUIS-JE MODIFIER MES DÉCLARATIONS ET/OU MES PAIEMENTS VALIDÉS DANS MON ESPACE ?'],"['Dans votre espace professionnel, les informations et montants déclarés peuvent être modifiés en déposant une déclaration rectificative qui annulera et remplacera la précédente.', 'Pour effectuer cette démarche, vous devez cliquer sur l’impôt concerné dans la partie « Déclarer » de votre espace professionnel, sélectionner la période à modifier, et cliquer sur « Modifier » dans la déclaration qui s’affiche. Vous pourrez alors saisir vos modifications et les valider.', 'À noter : un ordre de paiement validé ne peut être ni modifié ni annulé. Vous pouvez seulement compléter un paiement préalablement effectué.', 'En cas de paiement réalisé à tort ou de de versement excédentaire, nous vous invitons à contacter le Service des impôts des entreprises (SIE) dont vous dépendez via la messagerie sécurisée de votre espace professionnel.', 'MAJ le 11/03/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['COMMENT PUIS-JE ACCÉDER À MON AVIS DE CFE ET LE PAYER ?'],"['Vous pouvez consulter et payer votre avis de cotisation foncière des entreprises (CFE) depuis votre espace professionnel.', ""Si vous n'avez pas encore activé cet espace, il convient de vous rendre sur le site impots.gouv.fr muni de votre numéro de SIREN puis de sélectionner votre espace professionnel afin de créer votre espace professionnel »."", 'Votre code d’activation vous sera envoyé par courrier dans un délai de 15 jours.\n ', 'Comment consulter ?', 'Depuis la page d’accueil de votre espace professionnel, Rubrique « mes services », puis « Consulter  et enfin « Avis CFE ».', 'Sinon depuis votre compte fiscal en utilisant le bouton « Accès aux avis de CFE » ou en sélectionnant « Accès par impôts » puis « Cotisation Foncière des Entreprises » et enfin en cliquant sur « Avis d’imposition ».', ""Pour l’année en cours, sélectionnez le document souhaité en cliquant dans la colonne « Lien vers l'avis ». L’avis de CFE s’affiche. Vous pouvez le télécharger en cliquant sur « Imprimer » (en haut de page)."", ' ', 'Comment payer ?', 'La date limite de paiement est fixée, chaque année, au 15 décembre minuit (ou le jour ouvré qui suit le 15 décembre si celui-ci est un samedi ou un dimanche). La CFE peut être payée :', 'dès sa mise en ligne, par un simple clic sur le bouton « Payer » situé au-dessus de l’avis ou en cliquant sur la mention « CFE et autres impôts » de la rubrique « Payer » proposée dans le pavé « Mes services » de la page d’accueil de votre espace professionnel ;', 'Modalités d’adhésion aux prélèvements :', 'vous pouvez adhérer au prélèvement à l’échéance pour la cotisation de l’année en cours au plus tard le 30 novembre, pour un effet au 15 décembre.', ' ', ""A noter : le paiement en numéraire, par chèque, carte bancaire et titre interbancaire de paiement (TIP) n'est pas autorisé pour le paiement de la CFE."", 'Vous devez disposer d’un compte bancaire valide dans votre espace professionnel. Dans le cas contraire, rendez-vous dans la rubrique « Gérer les comptes bancaires » de votre espace professionnel pour renseigner ou modifier votre compte.', 'Vous devez détenir une habilitation au service « Payer autres impôts et taxes » ou à un autre service « Payer ». Dans le cas contraire, vous devez adhérer à ce service en vous rendant dans la rubrique « Gérer les services » de votre espace professionnel.', ' ', 'Pour en savoir plus sur les modalités de paiement, vous pouvez consulter la page dédiée aux impôts locaux des professionnels (CFE et CVAE et TF) sur le site impots.gouv.fr .', 'MAJ le 27/03/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
"[""COMMENT FAIRE UNE DEMANDE DE REMBOURSEMENT D'EXCÉDENT D'IS EN LIGNE ?""]","['La demande de remboursement d\'excédent d\'impôt sur les sociétés s’effectue dans votre espace professionnel à partir de la rubrique "" Mes services "".\n \nDans cette rubrique, vous devez sélectionner "" Déclarer Impôt sur les sociétés "", puis, vous sélectionnez l\'activité pour laquelle vous souhaitez le remboursement.', ""Sur l’écran rubrique n° 1, sélectionnez la période d'imposition pour laquelle vous devez déposer un relevé de solde n° 2572 (formulaire dédié à la liquidation de l'impôt sur les sociétés et des contributions assimilées). Saisissez les informations demandées puis validez."", 'Si vous êtes en situation d\'excédent d\'impôt sur les sociétés, le montant correspondant figure sur la ligne "" Montant total de l\'excédent "" dans le cadre "" Excédent constaté "".', 'En l\'absence de demande de votre part pour qu\'il soit imputé sur une échéance future d\'IS, de TVA, de taxe sur les salaires..., ce montant est reporté sur la ligne "" Remboursement d\'excédent de versement demandé "". Cliquez sur "" Valider "".', 'Une nouvelle page s\'ouvre et reprend l\'ensemble des éléments précédemment saisis afin que vous puissiez vérifier l\'exactitude de ces derniers. Cliquez sur "" Valider "" si vous n\'avez rien à modifier. Cliquez sur "" Signer et envoyer "".', 'Vous obtenez alors un accusé de réception que vous pouvez imprimer ou sauvegarder.', ' ', 'MAJ le 05/02/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
['A PARTIR DE QUAND MA DÉCLARATION DE TVA SERA-T-ELLE DISPONIBLE DANS MON ESPACE PROFESSIONNEL ?'],"['Vos déclarations de TVA sont disponibles dans votre compte fiscal, accessible à partir de votre espace professionnel sur impots.gouv.fr à compter du 1er jour du mois de l’échéance concernée.', 'Exemples :', 'La déclaration d’acompte de TVA de juillet n°3514-SD est disponible à compter du 1er juillet.', ' ', 'MAJ le 28/03/2024']",https://www.impots.gouv.fr/node/5734,Economique,Impots
