question,reponse,url,secteur,source
Comment téléverser une grande quantité de fichiers d’un coup ?,"<div class=""fr-collapse faq_right"" id=""accordion-4Fichiers"">
<p>L’interface de dépôt de l'entrepôt-catalogue<em> Recherche Data Gouv </em>limite le téléversement à 1000 fichiers en une fois. Au-delà il est possible d’utiliser l’outil <a href=""https://recherche.data.gouv.fr/fr/categorie/33/guide/dv-uploader"">DVUploader</a> ou l’<a href=""https://guides.dataverse.org/en/5.3/api/native-api.html#adding-files"" target=""_blank"">API native</a>, qui respecteront l'arborescence des fichiers.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Est-il possible de trier les fichiers d’un jeu de données par nombre de téléchargements ?,"<div class=""fr-collapse faq_right"" id=""accordion-5Fichiers"">
<p>Non, il n’est pas possible de trier les fichiers par nombre de téléchargements. On peut trier les fichiers d’un jeu de données par nom, date de dépôt, taille et catégorie (type de fichier).</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Les fichiers Excel peuvent-ils être ingérés avec plusieurs feuilles ?,"<div class=""fr-collapse faq_right"" id=""accordion-6Fichiers"">
<p>Non, si le fichier contient plusieurs feuilles, il peut être déposé dans l’entrepôt Recherche Data Gouv mais seule la 1ère feuille est ingérée et donc transformée en .tab. </p>
<p>Pour pouvoir réaliser une bonne ingestion, il est donc conseillé de ne téléverser que des fichiers contenant un seul onglet avec les variables sur la première ligne (entêtes de colonne) et une observation par ligne (voir <a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#Cas+des+fichiers+de+donn%C3%A9es+tabul%C3%A9es"">Cas des fichiers de données tabulées</a>).</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Comment fait-on pour anonymiser les données personnelles ?,"<div class=""fr-collapse faq_right"" id=""accordion-7Fichiers"">
<p>Il est possible d’utiliser des outils d’anonymisation, comme Amnesia (<a href=""https://amnesia.openaire.eu/"" title=""https://amnesia.openaire.eu/"">https://amnesia.openaire.eu/</a>) qui permet de renvoyer directement les données anonymisées dans l'entrepôt-catalogue <em>Recherche Data Gouv</em>.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Y-a-t-il une convention de nommage des fichiers, des jeux de données ou des collections ?","<div class=""fr-collapse faq_right"" id=""accordion-8Fichiers"">
<p>Des recommandations pour nommer et organiser ses fichiers de données sont disponibles sur le site Doranum (<a href=""https://doranum.fr/tags/nommage-fichier/"" title=""https://doranum.fr/tags/nommage-fichier/"">https://doranum.fr/tags/nommage-fichier/</a>). D’autre part, des recommandations spécifiques peuvent être proposées par l’administrateur d’une collection et intégrées dans le plan de gestion des données associé à celle-ci.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Un fichier déposé dans l’entrepôt Recherche Data Gouv peut-il être associé à plusieurs jeux de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-9Fichiers"">
<p>Un fichier ne doit être déposé que dans un seul jeu de données. Par contre, il est possible de faire référence à un fichier déposé dans un autre jeu de données via la métadonnée “Related Datasets”</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on pointer directement sur un fichier (et non sur sa fiche descriptive) ?,"<div class=""fr-collapse faq_right"" id=""accordion-10Fichiers"">
<p>Ce n’est pas possible depuis l’interface. Il faut utiliser l’API native - <a href=""https://guides.dataverse.org/en/5.3/api/native-api.html#id81"" title=""https://guides.dataverse.org/en/5.3/api/native-api.html#id81"">Accessing (downloading) files</a> - en indiquant le DOI du fichier avec la commande<br>
<strong>https://entrepot.recherche.data.gouv.fr/api/datafile/:persistentId/?persistentId=doi:{DOI du fichier}</strong></br></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Comment peut-on mettre à jour un fichier sans le supprimer et sans refaire un versement ?,"<div class=""fr-collapse faq_right"" id=""accordion-11Fichiers"">
<p><span style=""font-size:11pt""><span style=""color:#222222"">Il n’est pas possible de modifier le contenu d’un fichier dans l’interface utilisateur. Pour mettre à jour un fichier, il faut le </span></span><span style=""font-size:11pt""><span style=""color:#000000"">remplacer</span></span><span style=""font-size:11pt""><span style=""color:#222222"">.</span></span><span style=""font-size:11pt""><span style=""color:#000000""> Notez que cela implique un changement de version. Pour que le nouveau fichier puisse être consulté, le jeu de données doit être republié.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on déposer des fichiers zippés ou des archives ?,"<div class=""fr-collapse faq_right"" id=""accordion-12Fichiers"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#222222"">Oui, tous les formats de fichiers sont acceptés.</span></span></span> <span style=""font-size:11pt""><span style=""color:#000000"">Si pour votre jeu de données l’arborescence est importante, nous vous recommandons fortement d’utiliser DVUploader </span></span><span style=""font-size:11pt""><span style=""color:#000000"">: </span></span><a href=""https://recherche.data.gouv.fr/fr/categorie/33/guide/dv-uploader""><span style=""font-size:11pt""><span style=""color:#000000"">https://recherche.data.gouv.fr/fr/categorie/33/guide/dv-uploader</span></span></a><span style=""font-size:11pt""><span style=""color:#000000""> pour déposer l’ensemble des fichier et l’arborescence plutôt qu’une archive.</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on modifier les droits d’un utilisateur ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Gestion-des-acces-et-des-droits-des-utilisateurs"">
<p>Les droits d’un utilisateur (ou d’un groupe d’utilisateurs) sont liés aux <a href=""https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#R%C3%B4les+pouvant+%C3%AAtre+attribu%C3%A9s+aux+utilisateurs"" title=""https://ist.blogs.inrae.fr/datainrae-guide/roles/"">rôles</a> qui lui ont été attribués dans une collection, sur un jeu de données ou sur un fichier. Ils peuvent être modifiés.</p>
<p>- Pour les jeux de données et fichiers, voir <a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#G%C3%A9rer+les+droits+associ%C3%A9s+aux+jeux+de+donn%C3%A9es+et+aux+fichiers"">Gérer les droits associés aux jeux de données et aux fichiers</a>.</p>
<p>- Pour une collection, voir :<a href=""https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#Attribuer+des+r%C3%B4les+aux+utilisateurs+et+aux+groupes"">Attribuer des rôles aux utilisateurs et aux groupes</a>.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Faut-il créer des droits à chaque création de collection ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Gestion-des-acces-et-des-droits-des-utilisateurs"">
<p><span style=""color:#000000"">Ce n’est pas obligatoire. Par défaut, seul le créateur d’une collection dispose de droits dans une nouvelle collection</span>. Ces droits sont également modifiables via l’option “<a href=""https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#Autorisations"">Modifier &gt; Autorisations</a>”.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on donner des droits à des personnes extérieures à son institution ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Gestion-des-acces-et-des-droits-des-utilisateurs"">
<p>Oui, toute personne ayant un compte dans l’entrepôt Recherche Data Gouv peut se voir attribuer un rôle qui lui donnera des droits sur un fichier, un jeu de données ou une collection.</p>
<p>Se reporter au chapitre “<a href=""https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#Autorisations"">Autorisations</a>” du guide de l’administrateur.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Pour une collection d’unité, faut-il créer des droits pour tous les agents de l’unité ?","<div class=""fr-collapse faq_right"" id=""accordion-3Gestion-des-acces-et-des-droits-des-utilisateurs"">
<p>Ce n’est pas obligatoire. Seuls les agents qui ont à contribuer à l’alimentation de la collection (dépôt, validation des dépôts, administration de sous-collections) doivent avoir un rôle.</p>
<p>Pour attribuer le même rôle à plusieurs agents, il est possible de créer un groupe d’utilisateurs à qui on attribuera le rôle. Pour être dans un groupe, il faut que l’agent ait déjà un compte dans l’entrepôt Recherche Data Gouv.</p>
<p>Pour importer un grand nombre d’utilisateurs dans un groupe, envoyer au <a href=""mailto:support-recherchedatagouv@inrae.fr"" title=""mailto:support@recherche.data.gouv.fr"">centre de ressources entrepôt-catalogue <em>Recherche Data Gouv</em></a> un fichier texte contenant la liste des courriels des personnes concernées, en indiquant la collection et le groupe dans lequel faire l’import.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on assigner un rôle à l’ensemble des membres d’un projet en une seule fois ?,"<div class=""fr-collapse faq_right"" id=""accordion-4Gestion-des-acces-et-des-droits-des-utilisateurs"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Oui, il est possible de créer un groupe incluant les membres du projet, puis d’accorder un même rôle</span></span><span style=""font-size:11pt""><span style=""color:#000000""> au groupe ainsi créé</span></span><span style=""font-size:11pt""><span style=""color:#000000""> (</span></span><span style=""font-size:11pt""><a href=""https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#Groupes"">https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#Groupes</a><span style=""color:#000000"">).</span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Comment savoir pour quelle(s) collection(s) j’ai des droits d’administration ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Gestion-des-comptes"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">Au niveau du profil de l’utilisateur, en haut à droite de l’écran lorsqu’on est authentifié, cliquer sur “Mes données”. Dans les facettes, ne sélectionner que “Dataverses” et le rôle “Administrateur”.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on utiliser un alias mail pour un compte utilisateur ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Gestion-des-comptes"">
<p>Oui, il est possible d’associer un alias mail à un compte utilisateur.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Je quitte mon établissement, vais-je perdre l’accès à mes jeux de données ?","<div class=""fr-collapse faq_right"" id=""accordion-2Gestion-des-comptes"">
<p>La connexion avec le compte institutionnel lié à l'établissement ne sera plus possible. Dans ce cas, il est nécessaire de créer un nouveau compte, soit un compte institutionnel associé à un nouvel établissement, soit un compte ORCID, soit un compte externe. Ensuite, prendre contact avec le Centre de ressources entrepôt-catalogue (<a href=""mailto:support-recherchedatagouv@inrae.fr"">support-recherchedatagouv@inrae.fr</a>) pour demander la fusion de ces deux comptes avec conservation des droits sur les jeux de données préalablement créés.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Qui valide les inscriptions des personnes qui se créent un compte externe ? Est-ce automatique ?,"<div class=""fr-collapse faq_right"" id=""accordion-3Gestion-des-comptes"">
<p>Il n’y a pas de validation des inscriptions pour les personnes qui se créent un <a href=""https://recherche.data.gouv.fr/fr/categorie/9/guide/la-creation-dun-compte#Cr%C3%A9ation+d'un+compte+externe"" title=""https://ist.blogs.inrae.fr/datainrae-guide/sauthentifier-et-gerer-son-compte/#Creation_dun_compte_externe"">compte externe</a>. Ce compte externe n’ouvre aucun droit par défaut.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Mon jeu de données est-il toujours accessible lorsque les fichiers sont supprimés ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Jeu-de-donnees"">
<p>L’accessibilité d’un jeu de données ne dépend pas de la présence de fichiers. Par contre si tous les fichiers d’un jeu de données sont supprimés, il est nécessaire d'indiquer le lien vers les données dans la métadonnée « Link to data ».</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on déposer un jeu de données sans l’associer à une collection ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Jeu-de-donnees"">
<p>Non, un jeu de données est toujours créé dans une collection. Cette collection peut être l’espace générique, ou une collection contenue dans l’un des espaces institutionnels.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quel est le délai recommandé pour publier un jeu de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Jeu-de-donnees"">
<p>Il est recommandé de publier un jeu de données dès que possible, la vocation de l’entrepôt <em>Recherche Data Gouv</em> étant d’être un entrepôt d’accès aux données. </p>
<p>Dans le cas de données non liées à une publication, il est souhaitable de ne pas dépasser un délai d’une année. Au-delà de ce délai un administrateur de la collection de rattachement pourra prendre contact avec le déposant pour l'alerter.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Un jeu de données qui n’a pas été publié peut-il être supprimé ?,"<div class=""fr-collapse faq_right"" id=""accordion-3Jeu-de-donnees"">
<p>Oui, tant qu’il n’a pas été publié, un jeu de données peut être supprimé. Seules les versions au statut brouillon peuvent être supprimées.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la taille limite d’un jeu de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-4Jeu-de-donnees"">
<p><span style=""font-size:11pt""><span style=""color:#000000"">Il n’y a pas de taille limite pour un jeu de données.</span></span></p>
<p><span style=""font-size:11pt"">Voir « <a href=""https://recherche.data.gouv.fr/fr/faq#Espaces-institutionnels"">Quelle est la volumétrie d’un espace institutionnel ?</a> » </span><span style=""font-size:11pt"">et  </span><span style=""font-size:11pt"">« <a href=""https://recherche.data.gouv.fr/fr/faq#Fichiers"">Quelle est la taille maximale d’un fichier ?</a> ».</span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
D’où proviennent les métadonnées proposées par l’entrepôt Recherche Data Gouv ?,"<div class=""fr-collapse faq_right"" id=""accordion-0Metadonnees"">
<p>La plupart des métadonnées proviennent de Dataverse (voir <a href=""https://guides.dataverse.org/en/5.3/user/appendix.html?highlight=standard"" title=""https://guides.dataverse.org/en/5.3/user/appendix.html?highlight=standard"">Metadata References</a>) et sont conformes aux standards <a href=""https://ddialliance.org/"">Documentation Initiative (DDI)</a>, <a href=""https://www.dublincore.org/"">Dublin Core</a>, <a href=""https://schema.datacite.org/"">DataCite </a>et <a href=""https://isa-specs.readthedocs.io/en/latest/isatab.html"">ISA-Tab</a>. D’autres métadonnées ont été créées pour les besoins spécifiques d’un établissement, comme celles du bloc dédié aux ressources sémantiques (Semantic resource) développé par INRAE.</p>
<p>Les valeurs de certaines métadonnées peuvent provenir de référentiels externes ou propres à l’entrepôt Recherche Data Gouv.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Que renseigne-t-on dans le bloc de métadonnées “Journal Metadata” ?,"<div class=""fr-collapse faq_right"" id=""accordion-1Metadonnees"">
<p>Il s’agit ici des informations liées à la revue dans laquelle les données sont publiées.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
L’anglais est-il obligatoire pour toutes les métadonnées (par exemple Description) ?,"<div class=""fr-collapse faq_right"" id=""accordion-2Metadonnees"">
<p><span style=""font-size:11pt""><span style=""background-color:#ffffff""><span style=""color:#000000"">Non, le choix de la langue dépend du public visé par la publication. Il est possible de créer plusieurs métadonnées « Description » en spécifiant la langue de chacune.</span></span></span></p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on compléter les métadonnées après publication du jeu de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-3Metadonnees"">
<p>Il est tout à fait possible de compléter les métadonnées d’un jeu de données après sa publication. Une nouvelle version (mineure ou majeure) est alors créée, qui doit être publiée à son tour.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Qu’est-ce que DDI ?,"<div class=""fr-collapse faq_right"" id=""accordion-4Metadonnees"">
<p>Data Documentation Initiative (DDI) est un standard créé par <a href=""https://ddialliance.org/"" target=""_blank"" title=""https://ddialliance.org/"">DDI Alliance</a> permettant de documenter des données d’enquête et d’observation en sciences sociales, comportementales, économiques et de la santé.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quelle est la différence entre un auteur et un contributeur ?,"<div class=""fr-collapse faq_right"" id=""accordion-5Metadonnees"">
<p>L’auteur est le responsable du jeu de données. Il est présent dans la citation du jeu de données. Associée au DOI, la métadonnée authorName est obligatoire dans l’entrepôt <em>Recherche Data Gouv</em>. </p>
<p>Un contributeur est une personne ou un organisme ayant participé à la collecte, la gestion, la distribution ou toute autre contribution au jeu de données. Dans l’entrepôt, il n’apparaît pas dans la citation du jeu de données.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Un DOI est-il standardisé ? unique ?,"<div class=""fr-collapse faq_right"" id=""accordion-6Metadonnees"">
<p>Oui, le DOI est basé sur le système d’identifiant <a href=""http://www.handle.net/http://www.handle.net/"" title=""http://www.handle.net/http://www.handle.net/"">Handle</a> et certifié ISO (<a href=""http://www.iso.org/iso/catalogue_detail?csnumber=43506"" title=""http://www.iso.org/iso/catalogue_detail?csnumber=43506"">ISO 26324, Digital Object Identifier System</a>). L’unicité est assurée par le fait que les suffixes sont uniques pour un préfixe donné.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Faut-il indiquer le DOI d’une ISC dans le jeu de données ?,"<div class=""fr-collapse faq_right"" id=""accordion-7Metadonnees"">
<p>Lorsqu’une Infrastructure Scientifique Collective (ISC) a contribué au jeu de données, il est possible de l’indiquer dans la métadonnée Contributor en précisant le ""Type"" et en choisissant ""DOI"" dans ""Contributor Identifier Scheme"". Le DOI lui-même est renseigné dans ""Contributor Identifier"".</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Que signifie le libellé ""Incomplete metadata"" ?","<div class=""fr-collapse faq_right"" id=""accordion-8Metadonnees"">
<p>Le libellé ""incomplete metadata"" apparaît lorsqu’en l’état, il manque une ou plusieurs métadonnées obligatoires. Ceci est dû à un changement de paramétrage et prévient la publication ou la montée en version du jeu de données tant que le ou les champs ne seront pas complétés.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Peut-on ajouter une liste d’auteurs ou de contributeurs via un fichier ?,"<div class=""fr-collapse faq_right"" id=""accordion-9Metadonnees"">
<p>Non, cette fonctionnalité n’existe pas depuis l’interface utilisateur. Il est par contre possible d’utiliser les APIs pour réaliser cette action. Pour plus d’informations, contacter le <a href=""mailto:support-recherchedatagouv@inrae.fr/"">Centre de ressources de l’entrepôt <em>Recherche Data Gouv</em></a>.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Peut-on intégrer ses propres métadonnées, dans le cas par exemple d’un projet qui a son propre référentiel ?","<div class=""fr-collapse faq_right"" id=""accordion-10Metadonnees"">
<p>Il n’est pas possible pour un utilisateur d’ajouter des métadonnées dans le formulaire. Il est en revanche possible de déposer, avec le fichier de données, un fichier annexe contenant les métadonnées spécifiques.</p>
<p>Pour suggérer l’ajout de métadonnées au formulaire de saisie, contactez le <a href=""http://support-recherchedatagouv@inrae.fr/"">centre de ressources de l’entrepôt Recherche Data Gouv</a>.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
Quel identifiant est le mieux adapté dans l’entrepôt Recherche Data Gouv pour identifier un publiant ?,"<div class=""fr-collapse faq_right"" id=""accordion-11Metadonnees"">
<p>L’identifiant ORCID est préconisé dans le deuxième <a href=""https://www.ouvrirlascience.fr/deuxieme-plan-national-pour-la-science-ouverte/"" title=""https://www.ouvrirlascience.fr/deuxieme-plan-national-pour-la-science-ouverte/"">Plan national pour la science ouverte</a> pour identifier les auteurs et les contributeurs.</p>
<p>Vous pouvez néanmoins utiliser d’autres identifiants dans l’entrepôt Recherche Data Gouv, sachant toutefois qu’il n’est possible d’indiquer qu’un seul identifiant par auteur ou contributeur.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
"Si les données sont déjà entreposées ailleurs et accompagnées de métadonnées hors Recherche Data Gouv, la métadonnée « Link to Data » peut-elle pointer vers la page décrivant les données plutôt que vers les données elles-mêmes ?","<div class=""fr-collapse faq_right"" id=""accordion-12Metadonnees"">
<p>Oui, si les métadonnées apportent des informations complémentaires à celles saisies dans l'entrepôt-catalogue Recherche Data Gouv.</p>
<p><strong>Note </strong>: Dans le cas où l’autre entrepôt attribue un DOI, il ne faut pas créer de jeu de données dans l'entrepôt-catalogue Recherche Data Gouv.</p>
</div>",https://recherche.data.gouv.fr/fr/faq,Administration,faq .gouv.fr
