question,answer
Comment payer ses factures en ligne ?,"Vérifié le 12 septembre 2022 - Direction de l'information légale et administrative (Premier ministre) Autres cas ?  Comment payer ses factures par téléphone ? Vous pouvez régler vos factures en ligne en utilisant un site internet. Le paiement se fait avec ou sans votre carte bancaire. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas"
Comptes et livrets d'épargne : quelles différences ?,"Vérifié le 12 février 2024 - Direction de l'information légale et administrative (Premier ministre) Dénomination Public concerné Minimum Plafond Disponibilité Intérêts Fiscalité Livret A Tout public 10 € Particulier : 22 950 € Association : 76 500 € Fonds disponibles 3% Exonération d'impôt sur le revenu et de prélèvements sociaux Livret de développement durable et solidaire (LDDS) Personne majeure 15 € 12 000 € Fonds disponibles 3% Exonération d'impôt sur le revenu et de prélèvements sociaux Livret d'épargne populaire (LEP) Personne à revenus modestes 30 € 10 000 € Fonds disponibles 5 % Exonération d'impôt sur le revenu et de prélèvements sociaux Livret jeunes 12-25 ans 10 € 1 600 € 3% minimum Exonération d'impôt sur le revenu et de prélèvements sociaux Compte épargne logement (CEL) Tout public 300 € à l'ouverture +75 € en cours de vie 15 300 € Fonds au-delà de 300 € disponibles 2% + prêt à taux réduit et prime d'État Taxation à l'impôt sur le revenu (depuis 2018) et aux prélèvements sociaux Plan d'épargne logement (PEL) Tout public 225 € à l'ouverture et 540 € par an jusqu'à 10 ans 61 200 € Fonds disponibles, mais si retrait dans les deux premières années, les intérêts sont ramenés au taux du CEL. Entre 1 % et à 2,5 % + prêt à taux réduit et prime d'État Taxation à l'impôt sur le revenu (PEL ouvert à partir de 2018) et aux prélèvements sociaux Plan d'épargne retraite populaire (Perp) 18-75 ans Fixé par l'organisme financier Pas de plafond de versements, mais plafond de déductibilité fiscale des cotisations Rente viagère ou rente viagère + capital - Rente viagère taxée comme retraite - Capital imposé au taux forfaitaire de 7,5 % ou au barème Compte à terme Tout public Fixé par l'organisme financier Pas de plafond Fonds indisponibles avant le terme, sinon pas d'intérêts Fixés par la banque (taux fixe, progressif ou variable) Taxation à l'impôt sur le revenu et aux prélèvements sociaux Compte ou livret d'épargne bancaire Tout public Versements libres Pas de plafond Fonds disponibles Fixés par la banque : entre 0,2% et 1,5% pour les livrets ordinaires et jusqu'à 4% pour les superlivrets (période limitée) Taxation à l'impôt sur le revenu et aux prélèvements sociaux Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Dois-je déclarer les comptes ouverts à l'étranger ?,"Vérifié le 06 février 2023 - Direction de l'information légale et administrative (Premier ministre) Vous vivez en France (métropole, Guadeloupe, Martinique, Guyane, Réunion) ou à Monaco et vous avez des comptes ouverts à l'étranger ? Vous devez les déclarer à l'administration fiscale. Que devez-vous déclarer ? Comment faire votre déclaration ? Que risquez vous si vous ne déclarez pas ces comptes ? Voici les informations à connaître. Quelles sanctions en cas de fraude fiscale ?"
Peut-on vendre un véhicule d'occasion sans contrôle technique ?,"Vérifié le 18 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Les règles sont différentes pour les véhicules de catégorie M1Véhicule conçu pour le transport de personnes et comportant, outre le siège du conducteur, 8 places assises au maximum. (voiture Véhicule à moteur, construit et conçu pour le transport de personnes, ayant au moins 4 roues, comportant, en plus du siège du conducteur, 8 places assises au maximum, et dont le poids total en charge autorisé (PTAC) est inférieur à 3,5 tonnes., camping-car de 3,5 t maximum) et N1Véhicule conçu et construit pour le transport de marchandises ayant un poids maximal inférieur ou égal à 3,5 tonnes. Le certificat d'immatriculation indique le genre CTTE. Appelé camionnette ou utilitaire léger. (camionnette) d'une part, et pour les véhicules de catégorie LVéhicule motorisé à 2 ou 2 roues  et quadricycle à moteur : cyclomoteur, motocyclette, tricycle à moteur, quadricycle léger à moteur, quadricycle lourd à moteur, quad routier léger à moteur, quad routier lourd à moteur, quad tout terrain lourd à moteur (2, 3 roues à moteur, quadricycles à moteur) d'autre part. Les règles diffèrent selon l'âge du véhicule. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Informations complémentairesSelon le type de véhicule, savoir si le contrôle technique est obligatoire ou pas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Contrôle technique du véhicule : obligatoire ou dispense ? Contrôle technique d'un véhicule de collection : quelles sont les règles ?"
Comment faire le contrôle technique sans la carte grise du véhicule ?,"Vérifié le 18 avril 2024 - Direction de l'information légale et administrative (Premier ministre) En principe, le certificat d'immatriculation (carte grise) du véhicule est obligatoire pour passer le contrôle technique. En l'absence de la carte grise, vous devez présenter tout document officiel permettant l’identification du véhicule. Les documents autorisés varient selon le type de véhicule : Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Carte grise : qu'est-ce que le certificat provisoire d'immatriculation (CPI) ? Carte grise : comment obtenir une fiche d'identification du véhicule ? Un étranger qui s'installe en France doit-il y faire immatriculer son véhicule ? Peut-on faire le contrôle technique à l'étranger ?"
Que faire en cas de perte du procès-verbal de contrôle technique ?,"Vérifié le 14 décembre 2023 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé des transports Le procès-verbal qui vous a été remis après le contrôle technique constitue la preuve qu'il a été fait. En cas de perte du procès-verbal, vous devez demander un duplicataDouble, copie d'un document ou d'un acte et une attestation au centre où le contrôle a été réalisé. L'attestation donne au minimum les indications suivantes : À savoir   Le certificat d'immatriculation (carte grise) constitue aussi une preuve du contrôle technique s'il est complété avec le timbre certificat d'immatriculation ou avec la date limite de validité du contrôle. Comment faire le contrôle technique sans la carte grise du véhicule ? Contrôle technique du véhicule : obligatoire ou dispense ? Peut-on vendre un véhicule d'occasion sans contrôle technique ? Contrôle technique d'un véhicule de collection : quelles sont les règles ?"
Peut-on faire le contrôle technique à l'étranger ?,"Vérifié le 28 décembre 2022 - Direction de l'information légale et administrative (Premier ministre) Non, le contrôle technique doit être fait en France par un organisme agréé. À noter   Pour la démarche d'immatriculation d'un véhicule d'occasion de plus de 4 ans acheté en Europe (UE)Allemagne, Autriche, Belgique, Bulgarie, Chypre, Croatie, Danemark, Espagne, Estonie, Finlande, France, Grèce, Hongrie, Irlande, Italie, Lituanie, Lettonie, Luxembourg, Malte, Pays-Bas, Pologne, Portugal, République tchèque, Roumanie, Slovaquie, Slovénie, Suède, vous devez apporter la preuve du contrôle technique. Vous n'avez pas besoin de le refaire en France s'il a été fait en Europe (UE) il y a moins de 6 mois (2 mois si une contre-visiteSecond examen nécessaire pour vérifier si les points défectueux détectés (défaillance majeure ou critique) lors de la visite initiale du véhicule ont été réparés a été prescrite). Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Contrôle technique du véhicule : obligatoire ou dispense ?,"Vérifié le 25 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Le contrôle technique concerne la majorité des véhicules, qu'il soient électriques ou thermiques. Type de véhicule Contrôle technique obligatoire ? Véhicule particulier (VP) Oui Utilitaire Oui Camping-car dont le poids total autorisé en charge (PTAC) est de 3,5 t maximum Oui Camping-car dont le PTAC est supérieur à 3,5 t Oui Poids-lourd Oui Véhicule de collection mis en circulation à partir de 1960 Oui Véhicule de collection utilisé comme voiture de transport avec chauffeur (VTC) Oui Véhicule de collection mis en circulation avant 1960 et dont le PTAC : PTAC : Poids total autorisé en charge est de 3,5 t maximum Non Véhicule de collection dont le PTAC est supérieur à 3,5 t Non Véhicule de catégorie LVéhicule motorisé à 2 ou 2 roues  et quadricycle à moteur : cyclomoteur, motocyclette, tricycle à moteur, quadricycle léger à moteur, quadricycle lourd à moteur, quad routier léger à moteur, quad routier lourd à moteur, quad tout terrain lourd à moteur : cyclomoteur, motocyclette, tricycle à moteur, quadricycle léger à moteur, quadricycle lourd à moteur, quad routier léger à moteur, quad routier lourd à moteur, quad tout terrain lourd à moteur Oui, depuis le 15 avril 2024 Moto de compétition (moto d'enduro et moto de trial) Non, tant que le propriétaire de la moto justifie d’une licence annuelle de la fédération française de motocyclisme ou d'une autre fédération sportive. Caravane dont le PTAC est inférieur ou égal à 3,5 tonnes Non Tracteur agricole Non Remorque dont le PTAC : PTAC : Poids total autorisé en charge est inférieur ou égal à 3,5 tonnes non utilisée pour le transport de marchandises dangereuses Non Voiture immatriculée dans les services diplomatiques ou assimilés Non Voiture immatriculée dans les séries FFECSA (Forces françaises et éléments civils stationnés en Allemagne) Non Contrôle technique d'un véhicule de collection : quelles sont les règles ?"
Contrôle technique d'un véhicule de collection : quelles sont les règles ?,"Vérifié le 14 décembre 2023 - Direction de l'information légale et administrative (Premier ministre) Un véhicule de collectionVéhicule construit ou immatriculé pour la 1re fois il y a au moins 30 ans, dont le type n'est plus produit et qui n'a subi aucune modification essentielle des caractéristiques techniques de ses composants est un véhicule de 30 ans ou plus, qui n'est plus produit, et dont les caractéristiques techniques n'ont pas été modifiées. En 2024, un véhicule immatriculé pour la 1re fois en 1994 ou avant peut être immatriculé en véhicule de collection sous conditions. Les règles concernant le contrôle technique varient selon le type de véhicule. Tout dépend de la date de mise en circulation du véhicule : Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment obtenir une carte grise véhicule de collection ? Contrôle technique du véhicule : obligatoire ou dispense ? Comment faire le contrôle technique sans la carte grise du véhicule ?"
Comment se procurer la copie d'un règlement de copropriété ?,"Vérifié le 13 mars 2024 - Direction de l'information légale et administrative (Premier ministre) La démarche diffère selon qu'elle est faite par le propriétaire du logement ou le locataire. Lors de l'acte d'achat, le propriétaire du lot reçoit une copie du règlement de copropriété et le syndic de copropriété dispose d'un exemplaire. En cas de perte du règlement de copropriété, il est possible d'obtenir une copie auprès d'un autre copropriétaire, notamment membre du conseil syndical. Si personne n'a pu fournir de copie du règlement, il faut la demander au syndic de copropriété. Toutefois, celui-ci peut prévoir une facturation pour rendre ce service (frais variables en fonction du contrat de syndic de copropriété). Il est également possible d'obtenir une copie du règlement de copropriété auprès du service de publicité foncière. La copie coûte 30 €. La demande doit être faite par le biais d'un formulaire. Ce formulaire diffère selon la date d'enregistrement du règlement de copropriété (après 1956 ou avant). 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment obtenir des renseignements immobiliers ? Que faire lorsque l'on a perdu l'acte de propriété de son logement ? Voir toutes les situations "
Qui peut assister aux réunions du conseil syndical d'une copropriété ?,"Vérifié le 13 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Seuls les membres du conseil syndical assistent aux réunions. En dehors de ses membres, le conseil syndical peut autoriser un copropriétaire à assister à une réunion en tant qu'invité. Le règlement de copropriété peut toutefois fixer des règles différentes. La présence d'un copropriétaire peut se justifier notamment pour les besoins des compétences d'un copropriétaire (par exemple, compétences juridiques). Le copropriétaire peut en faire la demande par tous moyens (courrier, appel téléphonique...). À noter   un professionnel, à qui le conseil syndical a demandé un avis technique, peut aussi être invité à assister à une réunion du conseil syndical. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment changer de syndic de copropriété en fin de mandat ?"
Comment changer de syndic de copropriété en fin de mandat ?,"Vérifié le 22 mars 2023 - Direction de l'information légale et administrative (Premier ministre) Il faut d'abord procéder à la mise en concurrence de plusieurs projets de contrat de syndic, puis voter en assemblée générale des copropriétaires. 
      La démarche par étapes
     Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Changement de syndic : que deviennent les documents de la copropriété ? Peut-on mettre fin au mandat en cours d'un syndic de copropriété ?"
Peut-on mettre fin au mandat en cours d'un syndic de copropriété ?,"Vérifié le 12 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Oui, la révocation du contrat est possible à tout moment, sous conditions. Nous vous présentons la règlementation. La résiliation du contrat de syndic peut être demandée par le conseil syndical ou par le syndic lui-même. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Changement de syndic : que deviennent les documents de la copropriété ? Comment changer de syndic de copropriété en fin de mandat ?"
Peut-on créer un syndicat secondaire dans un groupe d'immeubles en copropriété ?,"Vérifié le 11 février 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, lorsqu'une même copropriété comporte plusieurs bâtiments, les copropriétaires peuvent créer un ou plusieurs syndicats secondaires. L'intérêt de cette organisation réside dans l'autonomie de gestion de chaque bâtiment. Le syndicat secondaire est géré par un syndic de copropriété qui peut être le même que celui du syndicat principal. Le syndicat secondaire a un budget propre. Il peut agir en justice. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment est rémunéré le syndic de copropriété ? Voir toutes les situations "
Comment est rémunéré le syndic de copropriété ?,"Vérifié le 05 août 2021 - Direction de l'information légale et administrative (Premier ministre) La rémunération du syndic de copropriété varie selon qu'il exerce son activité de manière professionnelle ou non. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Changement de syndic : que deviennent les documents de la copropriété ? Comment changer de syndic de copropriété en fin de mandat ?"
Le syndic peut-il imposer une avance de trésorerie aux copropriétaires ?,"Vérifié le 17 février 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, le syndic peut demander aux copropriétaires le versement d'avances de trésorerieFonds destinés à constituer des réserves ou qui représentent un emprunt pour des dépenses futures. Le versement d'avance peut être prévu par le règlement de copropriété. Cette avance ne doit pas dépasser 1/6e du montant du budget prévisionnel (cela correspond à 2 mois de budget). La somme réclamée à chaque copropriétaire dépend des tantièmesNombre de voix en assemblée générale déterminé pour chaque lot de copropriété qu'il détient. Si le versement d'avance n'est pas prévu par le règlement, l'assemblée générale peut décider de le prévoir par un vote des copropriétaires à la double majorité de l'article 26 pour pallier un manque temporaire de trésorerie. Enfin, si la copropriété a décidé de voter un plan pluriannuel de travaux, le syndic peut demander aux copropriétaires les avances prévues par l'échéancier de ce plan. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Voir toutes les situations "
Changement de syndic : que deviennent les documents de la copropriété ?,"Vérifié le 11 février 2022 - Direction de l'information légale et administrative (Premier ministre) Le syndic qui quitte ses fonctions doit transmettre certaines informations et documents de la copropriété au nouveau syndic. Le nouveau syndic ou le président du conseil syndical doit mettre en demeure l'ancien syndic de transmettre les documents. Cette mise en demeure doit être faite par l'un des moyens suivants : Si l'ancien syndic ne transmet pas les documents dans un délai de 8 jours après la mise en demeure, le nouveau syndic ou le président du conseil syndical peut faire un recours devant le tribunal. Le juge peut alors ordonner la remise sous astreinteCondamnation d'une personne à payer une somme d'argent par jour, semaine ou mois de retard si une obligation imposée par une décision de justice n'est pas exécutée. des pièces, informations et documents dématérialisés, et le versement de dommages et intérêtsSomme d'argent destinée à réparer le préjudice subi dus depuis la mise en demeure. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment changer de syndic de copropriété en fin de mandat ? Peut-on mettre fin au mandat en cours d'un syndic de copropriété ? Voir toutes les situations "
Qui est prioritaire pour acheter un bien dans un immeuble en copropriété ?,"Vérifié le 27 juillet 2022 - Direction de l'information légale et administrative (Premier ministre) Les règles varient selon qu'il s'agit de la vente d'un logement ou d'une place de parking. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Vente immobilière : que doit indiquer l'annonce de l'agent immobilier ? Voir toutes les situations "
Vente immobilière : que doit indiquer l'annonce de l'agent immobilier ?,"Vérifié le 01 janvier 2023 - Direction de l'information légale et administrative (Premier ministre) Vous souhaitez acheter un logement, vous consultez les annonces immobilières et vous voulez connaître les informations qui doivent y apparaitre ? Nous faisons un point sur la réglementation. Quel que soit le type de logement que vous recherchez, le contenu de l'annonce immobilière est identique. Cependant, pour un bien situé en copropriété, l'annonce est complétée par des informations concernant la copropriété. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Voir toutes les situations "
Qui paie les charges de copropriété l'année de la vente du logement ?,"Vérifié le 01 février 2021 - Direction de l'information légale et administrative (Premier ministre) Le paiement de la provisionSomme versée en avance en attendant le règlement global exigible du budget prévisionnel est à la charge du copropriétaire vendeur. Par contre, le paiement des provisions des dépenses non comprises dans le budget prévisionnel est à la charge de celui qui est copropriétaire au moment où le paiement est exigé. À noter   un accord entre le copropriétaire vendeur et l'acquéreur peut toutefois prévoir une répartition des charges différente. Cet accord n'a d'effet qu'entre le copropriétaire et l'acquéreur. Il n'est pas opposableQui ne peut être méconnu par les tiers, lesquels doivent en subir les effets et les respecter au syndic de copropriété. Le trop ou le moins perçu révélé après approbation des comptes lors de l'assemblée générale est crédité ou débité sur le compte de celui qui est copropriétaire à la date de l'approbation des comptes. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Qui est prioritaire pour acheter un bien dans un immeuble en copropriété ? Voir toutes les situations "
"Le salaire du concierge, gardien ou employé fait-il partie des charges locatives ?","Vérifié le 18 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Sous certaines conditions, le salaire du personnel d'entretien (gardien ou concierge ou employé) fait partie des charges que le locataire doit payer. Ces charges sont dites récupérables sur le locataire. À noter   L'employé de l'immeuble n'a pas de logement de fonction dans la copropriété, à la différence du gardien d'immeuble ou du concierge. Il est embauché par une entreprise. La règle est différente selon la mission assurée. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Voir toutes les situations "
Ravalement de façade d'un immeuble : à quelle fréquence doit-il être réalisé ?,"Vérifié le 15 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Tout dépend de l'existence ou non d'un arrêté préfectoral. En effet, dans certaines communes, un arrêté préfectoral peut obliger les propriétaires d'immeuble (ou syndicats des copropriétaires lorsque l'immeuble est en copropriété) à faire réaliser un ravalement de façade à une fréquence régulière. Cela concerne notamment Paris, Lyon, Nantes. Il faut se renseigner auprès du service de l'urbanisme de la mairie (ou consulter son site internet) pour savoir si l'on est concerné par cette obligation. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle autorisation d'urbanisme pour faire un ravalement de façade ? Voir toutes les situations "
Peut-on changer l'affectation d'un lot de copropriété ?,"Vérifié le 26 juillet 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, vous pouvez changer l'affectation des parties privatives de votre lot de copropriétéPartie de bâtiment comportant obligatoirement une partie privative et une quote-part de parties communes (par exemple, vous pouvez transformer votre appartement en cabinet médical). Pour cela, il faut que ce changement respecte la destination de l'immeubleIl existe 5 types de destinations : exploitation agricole et forestière, habitation, commerce et activités de service, équipements d'intérêt collectif et services publics, autres activités des secteurs secondaire ou tertiaire. Il y a changement de destination lorsque l'on passe d'une catégorie à une autre. fixée par le règlement de copropriété et les droits des autres copropriétaires. Par exemple, ce changement ne doit pas occasionner de nuisances sonores ou olfactives à l'égard des autres copropriétaires. À savoir   Lorsque le règlement de copropriété interdit l'exercice d'une activité professionnelle, il est possible de demander le changement du règlement de copropriété en assemblée générale. Le changement d'affectation des parties privatives entraîne la modification des tantièmes de copropriété. Attention   si vous habitez dans le 92, 93 ou 94 ou dans une ville de plus de 200 000 habitants, vous devez en plus obtenir une autorisation de la mairie pour changer l'affectation de votre lot. Une délibération du conseil municipal fixe les conditions de délivrance de cette autorisation. Pour connaître ces conditions, vous devez contacter la mairie (ou consulter le règlement municipal parfois disponible sur son site internet). Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Qu'est-ce que le règlement intérieur de copropriété (règlement de l'immeuble) ?,"Vérifié le 05 mars 2024 - Direction de l'information légale et administrative (Premier ministre) Le règlement intérieur de copropriété reprend et précise les conditions d'utilisation des parties privativesParties des bâtiments (porte d'entrée, salon, salle de bains...) et des terrains réservés à l'usage exclusif d'un copropriétaire et communesParties de bâtiments (couloirs, chaudière, canalisation, garde-corps...) et des terrains (jardins, parcs...) affectés à l'usage ou à l'utilité de tous les copropriétaires figurant au règlement de copropriété (par exemple, respect de la propreté de l’immeuble, horaires autorisés pour faire des travaux). Le règlement intérieur de copropriété n'est pas un document obligatoire. C'est le syndic de copropriété qui décide ou non de le rédiger dans le cadre de sa mission générale d'administration et de conservation de l'immeuble. Ce document ne doit pas être confondu avec le règlement de copropriété qui, lui, est obligatoire. Le règlement intérieur de copropriété n'a pas de valeur juridique. Toutefois, il peut avoir une valeur juridique lorsqu' il reprend une clausePhrase ou ensemble de phrases contenues dans le texte d'un acte juridique (par exemple, contrat, testament, loi, règlement) définissant les droits et obligations des personnes concernées par cet acte identique du règlement de copropriété. Exemple : En cas de contestation en justice, les juges peuvent valider une clause du règlement intérieur interdisant une activité commerciale dans un local d'habitation si elle reprend une clause identique du règlement de copropriété. Le règlement intérieur est affiché dans l'immeuble (généralement dans le hall) pour être connu des occupants, des propriétaires et des locataires. Comment se procurer la copie d'un règlement de copropriété ? Voir toutes les situations "
Faut-il avoir une caution pour obtenir un crédit à la consommation ?,"Vérifié le 01 juin 2021 - Direction de l'information légale et administrative (Premier ministre) La caution n'est pas obligatoire, mais la banque peut refuser de vous accorder le prêt si vous n'en avez pas. La caution est une personne qui s'engage à rembourser la banque au cas où vous ne pourriez pas le faire. Le cautionnement doit être fait par un contrat écrit. Il prévoit les conditions dans lesquelles la caution doit intervenir. La banque doit informer la caution de l'étendue de son engagement au moment de l'octroi du prêt, et pendant toute la durée du remboursement. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Garantie co-emprunteur : que faire en cas de divorce ou de séparation du couple ?"
Que devient la vente lorsque le crédit immobilier est refusé ?,"Vérifié le 07 juillet 2023 - Direction de l'information légale et administrative (Premier ministre) Lorsque l'acheteur n'obtient pas de prêt immobilier, la vente n'a pas lieu. Mais les conséquences financières sont différentes selon que le contrat de réservation ou le compromis de vente (promesse de vente) indiquait que l'achat était à financer ou non par un ou plusieurs prêts immobiliers. Nous vous expliquons. Le compromis de vente ou le contrat de réservation indique que l'achat sera financé par un prêt et quel est le délai accordé à l'acheteur pour l'obtenir. Cette indication constitue une condition suspensive. À savoir   Le délai accordé à l'acheteur ne doit pas être inférieur à 1 mois. Mais un délai plus long est possible. Lorsque le prêt est refusé, la vente n'a pas lieu et l'acheteur n'a rien à payer au vendeur. Si l'acheteur avait déjà versé des sommes au vendeur, le vendeur doit les lui rembourser, sans retenue ni indemnité. Que devient le crédit immobilier lorsque la vente est annulée ? Promesse de vente et condition suspensive d'obtention du prêt : de quoi s'agit-il ?"
Que devient le crédit immobilier lorsque la vente est annulée ?,"Vérifié le 10 juillet 2023 - Direction de l'information légale et administrative (Premier ministre) Lorsque vous avez pris un crédit pour acheter un bien immobilier auprès d'une banque, mais que la vente est annulée, vous devez rembourser à la banque : Que devient la vente lorsque le crédit immobilier est refusé ? Garantie co-emprunteur : que faire en cas de divorce ou de séparation du couple ?"
"PTZ, prêt conventionné, PAS : est-ce réservé à la résidence principale ?","Vérifié le 21 juin 2023 - Direction de l'information légale et administrative (Premier ministre) Oui. Le prêt à taux zéro (PTZ), le prêt conventionné (PC) et le prêt d'accession sociale (PAS) sont réservés à l'achat, la construction ou la réalisation de travaux dans votre résidence principale. Pour qu'un logement soit considéré comme votre résidence principale, vous devez l'occuper au moins 8 mois par an. Mais un logement que vous occupez moins de 8 mois par an peut tout de même être considéré comme votre résidence principale, dans au moins l'une des situations suivantes : Le logement concerné par le PTZ, le PC ou le PAS doit être votre résidence principale : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? A t-on droit au PTZ quand on est déjà propriétaire d'un logement ? Que devient le PTZ en cas de revente du logement ? Quand mettre en location un logement acheté avec un PTZ ou un prêt conventionné ? Voir toutes les situations "
A t-on droit au PTZ quand on est déjà propriétaire d'un logement ?,"Vérifié le 21 février 2022 - Direction de l'information légale et administrative (Premier ministre) Tout dépend de la nature du logement. Si vous êtes propriétaire de votre résidence principaleLogement occupé au moins 8 mois par an (sauf obligation professionnelle, raison de santé ou cas de force majeure), soit par le locataire ou la personne avec laquelle il vit, soit par une personne à charge (enfant, ascendant de plus de 65 ans, parent handicapé), vous avez droit au PTZ : PTZ : Prêt à taux zéro dans certains cas seulement (usufruit Droit d'utiliser un bien et d'en percevoir des revenus locatifs, sans pouvoir en disposer, notamment le vendreou nu-propriétéDroit d'un propriétaire de disposer d'un bien, sans pouvoir l'utiliser, ni en avoir la jouissance conférée à un usufruitier, ni en tirer un revenu locatif. Le nu-propriétaire peut vendre son droit de propriété, sans vendre la jouissance du bien. de ce logement, handicap ou invalidité, logement détruit par une catastrophe naturelle...). Si vous possédez un autre logement, sans être propriétaire de votre résidence principale, vous pouvez avoir droit au PTZ. Choisir votre cas Accéder aux informations générales sans renseigner ma situation"
A t-on droit plusieurs fois au prêt à taux zéro (PTZ) ?,"Vérifié le 21 février 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, à la condition de ne pas avoir été propriétaire de votre résidence principale au cours des 2 années précédant l'obtention du PTZ : PTZ : Prêt à taux zéro. Toutefois, cette condition n'est pas exigée dans certaines situations : handicap, invalidité, victime de catastrophe naturelle ou technologique, nu-propriétaireDroit d'un propriétaire de disposer d'un bien, sans pouvoir l'utiliser, ni en avoir la jouissance conférée à un usufruitier, ni en tirer un revenu locatif. Le nu-propriétaire peut vendre son droit de propriété, sans vendre la jouissance du bien. ou usufruitierDroit d'utiliser un bien et d'en percevoir des revenus locatifs, sans pouvoir en disposer, notamment le vendre. À savoir   vous ne pouvez obtenir qu'un seul PTZ pour un même opération immobilière. Vous pouvez prétendre au PTZ à la condition de ne pas avoir été propriétaire de votre résidence principaleLogement occupé au moins 8 mois par an (sauf obligation professionnelle, raison de santé ou cas de force majeure), soit par le locataire ou la personne avec laquelle il vit, soit par une personne à charge (enfant, ascendant de plus de 65 ans, parent handicapé) pendant les 2 années précédant l'offre de prêt. Pour obtenir le PTZ, vous devez respecter les autres critères d'attribution du PTZ, notamment le plafond de ressources. Pour savoir si vos revenus ne dépassent pas ce plafond, vous pouvez utiliser, à titre indicatif, ce simulateur : Simulateur - Prêt à taux zéro (PTZ) À savoir   vous pouvez demander le transfert de son PTZ lorsque vous vendez votre résidence principale achetée à l'aide d'un PTZ pour en acheter un autre. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que devient le PTZ en cas de revente du logement ? Garantie co-emprunteur : que faire en cas de divorce ou de séparation du couple ? Voir toutes les situations "
Quand mettre en location un logement acheté avec un PTZ ou un prêt conventionné ?,"Vérifié le 09 janvier 2023 - Direction de l'information légale et administrative (Premier ministre) Il est possible de mettre en location le logement acheté avec un PTZ ou un PAS ou un prêt conventionné, mais sous certaines conditions. Ces conditions dépendent notamment de la date d'obtention du prêt : Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelles sont les conditions pour obtenir un logement social ? Voir toutes les situations "
Peut-on acheter son logement social ?,"Vérifié le 07 juillet 2021 - Direction de l'information légale et administrative (Premier ministre) Oui, le locataire d'un logement social peut acheter le logement qu'il habite, sous certaines conditions. Il peut spontanément en faire la proposition au bailleur social. Les conditions de revente ou de mise en location du logement sont réglementées. À savoir : il est possible d'acheter un logement social vacant, sans être locataire d'un logement social, sous certaines conditions. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Voir toutes les situations "
